"AXX","AYY","AZZ","ACC_TOTAL"
"620","-845","198","1066.5969248033673"
"604","-844","180","1053.3527424372141"
"603","-846","149","1049.5360879931666"
"623","-821","150","1041.4749156844825"
"638","-811","149","1042.5766158896909"
"638","-800","149","1034.0430358548913"
"641","-790","161","1030.000970873329"
"667","-777","142","1033.8191331175874"
"674","-767","138","1030.3441172734476"
"684","-768","145","1038.6072404908411"
"705","-759","129","1043.9094788342522"
"725","-741","121","1043.71787375708"
"698","-753","129","1034.820757426135"
"702","-766","123","1046.2738647218519"
"697","-769","110","1043.6809857422909"
"713","-773","86","1055.1274804496375"
"732","-813","57","1095.4642851321078"
"788","-801","52","1124.8328764754344"
"877","-822","77","1204.4675172041793"
"968","-991","71","1387.1358981729225"
"1052","-932","134","1411.8371010849658"
"811","-859","203","1198.670513527383"
"516","-762","247","952.8425893084335"
"226","-761","416","896.2438284306342"
"121","-725","528","905.0138120492968"
"59","-667","601","899.7616351012083"
"93","-538","634","836.6893091225679"
"-157","-585","551","818.8253782095424"
"465","-336","174","599.497289401712"
"460","-738","-33","870.2488149948841"
"242","-1389","-300","1441.4870793732423"
"1141","-451","-338","1272.6059877275447"
"152","-790","9","804.5402413801313"
"568","-759","113","954.7114747398819"
"565","-759","113","952.9296931043759"
"505","-845","128","992.6902840261911"
"552","-851","155","1026.1237742104995"
"591","-863","188","1062.7295046247657"
"654","-834","202","1078.9235376058862"
"700","-804","235","1091.6231034564998"
"702","-784","232","1077.6288786033901"
"745","-786","218","1104.6922648412092"
"726","-747","156","1053.2905582031958"
"686","-742","110","1016.4939744041772"
"736","-699","122","1022.3409411737358"
"802","-635","124","1030.4392267378023"
"813","-595","134","1016.3414780476097"
"810","-615","136","1026.0706603348524"
"785","-671","119","1039.532106286285"
"718","-720","90","1020.7957680163059"
"781","-718","107","1066.271072476413"
"826","-721","153","1107.0347781348155"
"886","-705","172","1145.2532471030152"
"893","-686","127","1133.2140133266973"
"936","-787","51","1223.9550645346421"
"984","-1039","25","1431.2239517280307"
"1253","-1058","-144","1646.2408693748312"
"1156","-1114","-114","1609.449595358612"
"955","-988","-54","1375.1672625539047"
"853","-917","276","1282.448439509363"
"65","-1225","565","1350.5832073589543"
"-343","-1404","1111","1822.9607785138987"
"-441","-1365","1125","1823.0005485462696"
"-633","-1292","1151","1842.4858208409637"
"-578","-1077","1053","1613.326377395473"
"-535","-856","857","1324.1638871378423"
"-448","-659","681","1048.210856650512"
"-339","-486","473","758.1859930122687"
"-242","-351","286","513.3819241071894"
"-164","-240","172","337.7573093213528"
"-32","-153","114","193.46575924436863"
"87","-108","77","158.62534475927862"
"216","-74","61","236.3323930399724"
"346","-29","-37","349.17903717147743"
"496","-19","-191","531.8439620791046"
"615","-206","-354","738.9025646186377"
"831","-1123","560","1505.088037292171"
"1436","-966","-216","1744.1066481153039"
"1678","-1042","307","1998.9239605347673"
"1488","-906","435","1795.6071396605662"
"851","-1473","-802","1880.72698709834"
"641","-1484","-777","1793.5623769470635"
"783","-922","-119","1215.4562929204817"
"810","-713","101","1083.8219410954919"
"775","-669","141","1033.4732700945874"
"772","-672","157","1035.4791161583125"
"778","-675","218","1052.8214473499293"
"775","-684","222","1057.2440588624747"
"716","-744","139","1041.8795515797399"
"676","-785","167","1049.3283566167456"
"663","-771","196","1035.5800307074292"
"686","-766","238","1055.460089250181"
"707","-754","233","1059.5536796217548"
"703","-781","224","1074.4049515894833"
"703","-781","224","1074.4049515894833"
"716","-780","205","1078.4623312846861"
"801","-897","154","1212.4050478284887"
"795","-1399","255","1629.1872206717067"
"1035","-1498","39","1821.1946628518326"
"1282","-1718","-201","2153.0092893436386"
"1422","-1698","-560","2284.4885642086283"
"1243","-1290","-211","1803.7932254002951"
"619","-1100","113","1267.2529345004493"
"497","-736","-76","891.336636742819"
"560","-413","-152","712.2310018526292"
"484","-206","-125","540.6634812894246"
"479","28","-107","491.603498767045"
"457","193","-37","497.4605511997911"
"486","134","52","506.80962895351547"
"488","-12","262","554.0144402450175"
"369","-242","572","722.4326958270923"
"198","-520","892","1051.3172689535734"
"167","-882","1222","1516.2773492999227"
"146","-1242","1451","1915.5367394023012"
"-869","-1641","1746","2548.834635671761"
"-472","-1205","1883","2284.8409134992307"
"361","-809","703","1130.9336850585007"
"892","-1393","296","1680.395489163191"
"709","-1151","123","1357.4280828095461"
"365","-1085","99","1149.0217578444717"
"385","-957","107","1037.0742499937023"
"479","-877","205","1020.0955837567379"
"523","-835","251","1016.7374292313625"
"581","-802","194","1009.1585603858296"
"667","-766","133","1024.3700503236123"
"672","-822","99","1066.3343753251136"
"679","-849","130","1094.870768629796"
"740","-820","182","1119.430212206192"
"637","-856","159","1078.7891360224203"
"571","-928","109","1095.0369856767395"
"516","-908","99","1049.0571957715174"
"579","-869","156","1055.8115362127846"
"665","-796","234","1063.2953493738228"
"690","-761","244","1055.8205339924016"
"655","-761","184","1020.7849920526849"
"665","-770","151","1028.5552974925558"
"688","-753","142","1029.8140608867213"
"698","-719","163","1015.2507079534591"
"732","-704","173","1030.2276447465385"
"748","-694","184","1036.820138693303"
"760","-701","146","1044.182455320908"
"762","-743","115","1070.4755952379298"
"784","-851","78","1159.7159134891613"
"811","-971","69","1267.0134174506597"
"1099","-1261","-19","1672.806922510784"
"1269","-1162","-8","1720.6594665999428"
"1000","-1067","72","1464.128751169104"
"642","-843","65","1061.620459486346"
"421","-716","364","906.8588644326084"
"143","-665","547","872.8590951579756"
"-146","-646","682","950.6608227964377"
"-116","-545","807","980.6783366629447"
"-54","-448","609","757.9584421325486"
"-38","-406","486","634.4099620907604"
"-38","-406","486","634.4099620907604"
"46","-265","310","410.4156429767267"
"-243","-303","456","598.9941568997147"
"171","-416","60","453.75874647217546"
"249","-1103","-216","1151.2019805403395"
"376","-1235","-292","1323.5803715679679"
"1208","-1137","-470","1724.2195335861381"
"1","-1297","-110","1301.6566367517971"
"343","-1007","236","1089.6760986641857"
"399","-999","189","1092.210144615037"
"510","-950","182","1093.4916552036416"
"596","-882","205","1084.0502755868845"
"654","-846","221","1091.9125422853242"
"705","-760","229","1061.633646791585"
"703","-776","196","1065.2703882113685"
"638","-734","253","1004.8925315674309"
"720","-659","77","979.0863087593452"
"729","-655","87","983.8876968434964"
"760","-592","147","974.5116725827352"
"866","-528","166","1027.7626185068223"
"901","-641","115","1111.7135422400863"
"854","-667","112","1089.3800989553647"
"784","-691","112","1051.0380583023623"
"768","-729","133","1067.2178784109644"
"827","-708","111","1094.3098281565417"
"877","-708","100","1131.5445196721162"
"943","-722","151","1197.2192781608555"
"997","-902","223","1362.843351233002"
"1313","-953","20","1622.522110789249"
"1168","-1108","-140","1616.0099009597682"
"937","-1108","-139","1457.722195756105"
"642","-1328","154","1483.0590008492582"
"415","-1366","515","1517.6975983376926"
"60","-1383","530","1482.2918066291807"
"-182","-1309","739","1514.1750229085144"
"-358","-1164","836","1477.1445426903895"
"-504","-964","876","1396.6703261686346"
"-519","-733","750","1170.106832729388"
"-526","-515","592","944.6507291057368"
"-513","-377","491","803.976989720477"
"-463","-289","458","712.498421050882"
"-391","-246","408","616.3286460971939"
"-317","-202","320","493.6527119342099"
"-208","-165","279","385.13633949550905"
"-84","-126","232","277.04873217540626"
"47","-106","217","246.0365826457521"
"247","-112","161","315.3949904484851"
"493","-89","89","508.8133252972056"
"732","-170","-89","756.7331101517892"
"140","-1105","975","1480.287134308746"
"1005","-959","251","1411.632742606943"
"1523","-1109","254","1901.0328771486304"
"1782","-1574","1071","2607.6888234603452"
"1908","-902","-484","2165.253795747741"
"982","-1026","-317","1455.159441435886"
"1094","-683","259","1315.4489727845776"
"832","-717","292","1136.4756926569084"
"784","-743","203","1099.0514091706539"
"642","-848","153","1074.5589793026718"
"578","-839","199","1038.078031749059"
"578","-839","199","1038.078031749059"
"621","-806","201","1037.1489767627406"
"616","-812","123","1026.6104421834018"
"597","-834","128","1033.6096942269844"
"678","-762","191","1037.6940782330792"
"727","-722","200","1043.9410902919763"
"790","-701","150","1066.7712969516942"
"837","-679","147","1087.7587048605953"
"816","-761","94","1119.7379157642204"
"958","-884","97","1307.1453629952562"
"720","-1462","100","1632.7412532302844"
"1011","-1657","-229","1954.5360063196586"
"1391","-1848","-480","2362.2838525460907"
"1617","-1478","-291","2209.94434319057"
"979","-1174","-30","1528.9267477547771"
"553","-837","-203","1023.516975921748"
"614","-395","-195","755.6758564358133"
"375","-218","-225","488.6450654616293"
"317","-42","-206","380.3800730848029"
"217","103","-174","296.6041132553627"
"177","178","-94","268.04663773306316"
"162","67","61","185.61788706910764"
"185","-169","352","432.076382136307"
"106","-449","695","834.1834330649344"
"129","-736","1083","1315.7606165256657"
"-770","-1388","1562","2226.9458906762866"
"-650","-1714","1801","2569.8048564044702"
"695","-553","1091","1406.8102217427906"
"563","-1016","862","1446.4677666647121"
"934","-669","-9","1148.9116589189962"
"376","-903","115","984.8908568973518"
"371","-891","66","967.4078767510631"
"529","-828","89","986.582991947459"
"705","-784","268","1087.890159896669"
"695","-723","201","1022.8171879666473"
"689","-753","129","1028.7715975861697"
"653","-816","97","1049.6065929670983"
"644","-848","82","1067.9719097429484"
"650","-830","107","1059.6456955039264"
"618","-833","130","1045.3291347704799"
"642","-847","113","1068.804004483516"
"659","-830","154","1070.9327709991883"
"658","-814","170","1060.4055827842476"
"653","-795","144","1038.8310738517596"
"675","-794","121","1049.1434601616693"
"678","-789","116","1046.7382671900364"
"677","-779","131","1040.3513829471271"
"674","-775","127","1034.9057928140126"
"696","-753","129","1033.4727862890247"
"726","-734","132","1040.79584933838"
"735","-733","120","1044.946888602478"
"717","-752","92","1043.0997076022982"
"731","-770","48","1062.8099547896604"
"817","-805","12","1147.0213598708613"
"826","-897","60","1220.8542091502982"
"952","-1069","47","1432.226937325227"
"1319","-1071","-11","1699.0947589819705"
"1098","-1048","-9","1517.8896534333448"
"806","-871","11","1186.7594533012998"
"373","-659","216","787.4426963278027"
"373","-659","360","838.4569160070182"
"85","-607","354","707.8064707248726"
"-49","-560","511","759.6854612272108"
"-49","-517","453","689.129160607792"
"-82","-511","363","632.1502985841263"
"-9","-506","300","588.3170913716514"
"31","-545","268","608.1200539367206"
"102","-573","279","645.4254410851806"
"923","-676","299","1182.49989429175"
"891","-910","-212","1291.0944969288653"
"804","-1051","-64","1324.8067783643016"
"1422","-1472","-165","2053.312689290163"
"603","-1349","14","1477.7029471446554"
"473","-1077","164","1187.6674618764293"
"588","-970","234","1158.188240313292"
"651","-859","288","1115.6280742254562"
"659","-762","310","1054.0517065115923"
"705","-872","185","1136.5007699073503"
"616","-826","129","1038.4473987641359"
"710","-704","185","1016.8288941606646"
"718","-684","220","1015.7657210203541"
"752","-631","177","997.4938596302235"
"776","-644","118","1015.3009406082514"
"788","-662","109","1034.92463493725"
"838","-618","120","1048.125946630461"
"858","-605","107","1055.2904813367738"
"795","-667","54","1039.148690034299"
"793","-691","69","1054.0830138086849"
"785","-697","87","1053.376950573725"
"837","-695","89","1091.5653897041625"
"817","-741","101","1107.5969483526035"
"921","-751","106","1193.0959726694246"
"1015","-806","166","1306.6816750838743"
"1341","-897","79","1615.280471001863"
"1210","-1042","54","1597.7421569201958"
"922","-1048","116","1400.6584166027062"
"650","-999","332","1237.2247168562387"
"247","-1271","581","1419.1585535097902"
"88","-1345","538","1451.2797800562096"
"-161","-1408","529","1512.6883353817468"
"-242","-1321","523","1441.2265609542449"
"-323","-1192","451","1314.7600541543693"
"-396","-1020","376","1156.975367067078"
"-406","-779","352","946.3514146446869"
"-443","-619","329","829.2472490156358"
"-439","-502","345","750.8328708840603"
