"AXX","AYY","AZZ","ACC_TOTAL"
"630","-812","138","1036.9609442982894"
"637","-803","136","1033.9603474021621"
"642","-799","138","1034.2190290262504"
"639","-798","135","1031.1886345378327"
"639","-803","140","1035.726797953978"
"641","-803","145","1037.6487845123706"
"641","-796","141","1031.686968028578"
"640","-796","141","1031.0659532736013"
"635","-798","145","1030.0747545688128"
"631","-806","144","1033.6986988479766"
"635","-805","139","1034.684009734373"
"636","-805","140","1035.432759767625"
"631","-800","142","1028.7492405829519"
"627","-801","144","1027.3587494152177"
"625","-799","144","1024.5789379057135"
"635","-800","147","1031.9079416304537"
"646","-793","154","1034.350520858379"
"667","-768","153","1028.6505723519529"
"652","-773","155","1023.0630479105381"
"664","-775","175","1035.4448319442229"
"624","-809","171","1035.9044357468501"
"625","-814","121","1033.374085217933"
"651","-813","143","1051.293964597914"
"608","-844","159","1052.274203808114"
"599","-858","163","1059.0250233115362"
"620","-829","210","1056.2864194904714"
"636","-817","222","1058.8999008404903"
"621","-827","233","1060.1221627718194"
"603","-836","211","1052.15303069468"
"595","-832","205","1043.203719318523"
"595","-828","207","1040.4124182265416"
"590","-818","204","1028.999514091236"
"594","-813","199","1026.3556888330672"
"602","-810","203","1029.4236251417587"
"590","-816","207","1028.0102139570404"
"584","-822","211","1030.1752278132103"
"584","-833","216","1040.0004807691196"
"592","-825","216","1038.1449802411992"
"585","-833","208","1038.931181551502"
"576","-832","205","1032.4848667171834"
"577","-834","191","1031.9718988422117"
"571","-842","169","1031.2933627246905"
"561","-893","173","1068.6903199711317"
"533","-868","158","1030.7652497052857"
"578","-855","169","1045.7867851526908"
"662","-884","239","1129.9650437071052"
"909","-952","224","1335.2007339722368"
"1073","-1103","179","1549.1865607472846"
"989","-1130","120","1506.4597571790625"
"636","-1182","-44","1342.9653755774941"
"354","-1020","18","1079.833320471266"
"113","-847","160","869.3549332694903"
"-115","-707","262","762.7043988335192"
"-201","-573","256","658.9886190216034"
"-297","-528","402","727.0467660336576"
"-254","-513","447","726.2878217346068"
"-170","-609","371","733.0907174422549"
"38","-793","547","964.1068405524359"
"288","-712","528","932.0257507172213"
"375","-807","464","1003.5785968223914"
"403","-895","272","1018.5371863609105"
"370","-1015","72","1082.7321921878927"
"417","-1023","47","1105.7246492685238"
"788","-893","419","1262.5189107494589"
"918","-1045","70","1392.7128203617572"
"701","-960","108","1193.5933143244395"
"607","-855","226","1072.6369376447933"
"494","-906","255","1062.9661330446986"
"455","-966","191","1084.7405219682723"
"455","-966","191","1084.7405219682723"
