"AXX","AYY","AZZ","ACC_TOTAL"
"592","-808","167","1015.4885523726991"
"659","-774","133","1025.2053452845435"
"740","-749","231","1077.9434122438895"
"654","-773","254","1043.9161843749716"
"862","-439","190","985.8321358121777"
"1045","-269","94","1083.1537287015171"
"993","-433","146","1093.093774568312"
"893","-532","218","1062.072031455494"
"889","-575","287","1096.9571550429853"
"825","-610","271","1061.2096871024123"
"832","-629","254","1073.4901024229334"
"824","-595","281","1054.496088186201"
"835","-546","318","1047.122246922488"
"823","-545","311","1034.9275336949927"
"809","-591","269","1037.3634849945317"
"809","-591","269","1037.3634849945317"
"813","-606","247","1043.6541572762503"
"810","-600","263","1041.7624489296973"
"821","-591","268","1046.492235996044"
"829","-587","272","1051.5674015487548"
"852","-631","264","1092.593703075393"
"848","-698","282","1133.9453249605997"
"929","-787","289","1251.3716474333276"
"1245","-1002","267","1620.283308560574"
"1615","-1120","240","1979.955807587634"
"1481","-1189","123","1903.2107082506654"
"1123","-1052","36","1539.1975181892674"
"682","-850","148","1099.7854336187581"
"260","-680","268","775.7731627221967"
"-67","-592","280","658.2955263405638"
"-173","-461","331","593.3051491433392"
"-302","-385","502","701.0228241648057"
"-472","-340","683","897.1471451216908"
"-501","-267","745","936.6509488598194"
"-444","-266","650","830.8983090607418"
"-315","-356","441","648.4149905731668"
"-53","-671","234","712.6050799706665"
"823","-708","171","1099.0150135462209"
"1345","-787","465","1626.2284587351187"
"1455","-764","647","1766.1625066793827"
"1452","-652","572","1691.328471941509"
"1059","-940","264","1440.4086225790236"
"914","-1135","28","1457.533876107173"
"844","-980","186","1306.649149542447"
"766","-804","288","1147.2209900450741"
"745","-709","397","1102.4132618941048"
"736","-694","411","1091.903384004281"
"742","-703","372","1087.7302055197326"
"739","-697","348","1073.7942074718042"
"725","-711","318","1064.081763775698"
"739","-701","279","1056.1074755913812"
"754","-682","284","1055.6021977999098"
"780","-625","300","1043.5636061112903"
"853","-515","234","1023.5184414557464"
"940","-420","168","1043.1797544047718"
"913","-481","114","1038.2321513033585"
"892","-554","139","1059.1982817206606"
"872","-556","196","1052.5853884602427"
"865","-531","237","1042.2835506713132"
"852","-557","235","1044.6903847552155"
"840","-592","209","1048.687274643876"
"850","-613","147","1058.2428832739674"
"884","-640","94","1095.3958188709687"
"892","-664","128","1119.3498112743844"
"892","-683","183","1138.2627113281012"
"889","-742","199","1174.9408495749904"
"882","-869","289","1271.458217952914"
"946","-987","531","1466.6444695289995"
"727","-1113","671","1489.1403560443857"
"-76","-1576","1356","2080.4537966511057"
