"AXX","AYY","AZZ","ACC_TOTAL"
"651","-793","145","1036.1828989131213"
"630","-797","129","1024.0849574132021"
"671","-775","134","1033.8384786803015"
"684","-751","167","1029.439653403734"
"625","-771","176","1007.9890872425158"
"616","-830","149","1044.297371441679"
"600","-844","148","1046.0592717432412"
"590","-863","124","1052.7321596683555"
"603","-840","129","1042.0412659775043"
"588","-838","161","1036.2958071902058"
"595","-862","180","1062.7647905345755"
"614","-850","174","1062.9073336843621"
"589","-857","170","1053.693503823574"
"590","-858","170","1055.0658747206262"
"585","-857","156","1049.2902363026162"
"606","-833","151","1041.1176686619049"
"617","-828","148","1043.1572268838481"
"625","-819","151","1041.2430071794"
"632","-812","154","1040.4249131965266"
"639","-811","156","1044.211664366952"
"640","-810","151","1043.312513104295"
"644","-810","154","1046.2083922431516"
"629","-821","135","1043.0278040397582"
"629","-821","100","1039.0774754559932"
"654","-858","77","1081.5770892543906"
"678","-899","70","1128.1777342245325"
"682","-909","39","1137.0690392408019"
"789","-965","19","1246.638279534204"
"1069","-1233","93","1634.533266715609"
"1102","-1300","-24","1704.4001877493442"
"771","-1044","-40","1298.4517703788617"
"436","-794","134","915.6899038429985"
"14","-771","184","792.7755041624331"
"-96","-709","288","771.2593597487164"
"-147","-655","293","732.4499982933988"
"-164","-593","321","693.9639760102825"
"-146","-535","235","602.3005894069837"
"-469","-738","93","879.3486225610409"
"-469","-738","93","879.3486225610409"
"-128","-813","-68","825.8189874300542"
"162","-1009","58","1023.566802900524"
"456","-894","163","1016.730544441348"
"481","-992","184","1117.7123959230298"
"377","-1213","72","1272.2743414845716"
"1206","-1099","-205","1644.4640464297174"
"649","-1109","-57","1286.20799251132"
"577","-916","126","1089.8903614584358"
"715","-886","281","1172.6815424487588"
"712","-891","252","1168.044947765282"
"655","-935","113","1147.1787131916283"
"649","-884","64","1098.5230994385142"
"641","-808","108","1037.0192862237423"
"668","-775","118","1029.9383476694127"
"676","-752","128","1019.2467807160344"
"700","-718","116","1009.4453922823166"
"693","-738","104","1017.6978923039981"
"705","-753","101","1036.453086251375"
"650","-777","115","1019.5361690494359"
"651","-796","113","1034.4979458655296"
"692","-789","141","1058.8984842750508"
"748","-755","158","1074.4733593719297"
"784","-735","110","1080.2689479939706"
"778","-750","115","1086.7423797754461"
"764","-774","75","1090.1362300189826"
"787","-816","31","1134.10140640068"
"726","-973","15","1214.0963717926184"
"994","-984","23","1398.8641821134745"
"1012","-1201","-105","1574.029859945484"
"1060","-1283","-274","1686.6431157776087"
"964","-1230","-362","1604.1321641311229"
"723","-1194","-291","1425.8492206401068"
"202","-1194","-214","1229.7300516780094"
"-15","-941","99","946.3123163100013"
"-245","-993","288","1062.5525869339363"
"-394","-933","112","1018.9548567036717"
"-403","-744","74","849.3650569690279"
"-407","-530","-43","669.6252683404354"
"-351","-372","-53","514.192570930386"
"-274","-270","-15","384.96882990704586"
"-209","-254","33","330.5843311471371"
"-138","-292","135","350.0471396826433"
"-15","-353","214","413.073843277446"
"149","-423","297","537.902407505302"
"-761","-1231","582","1559.873712837036"
"640","-990","936","1505.2561243854814"
"1340","-597","896","1718.9604416623438"
"1128","-1318","641","1849.4293714548821"
"1525","-1201","-2","1941.1414167957985"
"803","-1205","-205","1462.4838460646326"
"747","-848","202","1148.0056620069433"
"679","-843","184","1097.9735880247758"
"664","-834","84","1069.3493348761199"
"550","-878","-15","1036.151050764318"
"555","-896","-27","1054.3102010319353"
"616","-881","11","1075.05255685478"
"656","-820","-4","1050.1199931436406"
"702","-767","28","1040.1331645515395"
"682","-762","44","1023.5741301928258"
"684","-789","34","1044.7645667804782"
"677","-794","38","1044.1307389402918"
"677","-794","38","1044.1307389402918"
"723","-777","68","1063.523389493621"
"733","-773","66","1067.3209451706641"
"732","-812","44","1094.1224794327188"
"816","-883","17","1202.4283762453379"
"1065","-956","187","1443.305234522483"
"1210","-1107","298","1666.839224400482"
"1011","-1185","319","1590.002201256338"
"793","-1078","500","1428.6122637020865"
"453","-1163","632","1399.000357398096"
