"AXX","AYY","AZZ","ACC_TOTAL"
"-508","900","-144","1043.4557968596466"
"-400","878","-113","971.4180356571521"
"-293","851","-61","902.0925673122465"
"-194","839","-31","861.6948415767614"
"-110","820","-1","827.3457560173981"
"-72","780","47","784.7247925228309"
"-76","788","92","796.9843160313759"
"-123","788","121","806.6684572982881"
"-171","788","128","816.4367703625309"
"-280","795","108","849.7582009018801"
"-438","802","90","918.230907778648"
"-778","829","9","1136.9283178811231"
"-1032","861","-319","1381.3421010017757"
"-927","828","-149","1251.8442395122486"
"-715","796","-143","1079.4859887928144"
"-696","773","24","1040.4426942412542"
"-675","770","15","1024.0849574132021"
"-650","775","-66","1013.647374583489"
"-651","757","-47","999.529389262767"
"-681","751","-30","1014.2297570077502"
"-676","747","-21","1007.68348205178"
"-675","728","-2","992.7804389692617"
"-663","721","7","979.5197803005308"
"-656","700","4","959.3497797987968"
"-679","710","-14","982.5156487303395"
"-666","754","-19","1006.1972967564562"
"-491","879","-76","1009.7019362168223"
"-698","821","-34","1078.1470215142274"
"-715","805","32","1077.1601552229827"
"-667","794","19","1037.1528334821248"
"-661","782","13","1024.0185545193992"
"-661","782","13","1024.0185545193992"
"-673","754","-5","1010.6779902619825"
"-709","753","-27","1034.6105547499503"
"-731","760","-42","1055.3317014095617"
"-801","817","-90","1147.6889822595667"
"-830","968","-150","1283.9096541423778"
"-731","1111","-322","1368.344254930023"
"-535","1252","-433","1428.712007368875"
"-443","1137","-411","1287.609801143188"
"-392","1227","-486","1376.7312737059474"
"-252","1136","-554","1288.765300588125"
"-189","1006","-556","1164.8575020147314"
"-172","816","-518","981.7148262097298"
"-204","663","-444","823.6024526432641"
"-223","598","-368","736.7204354434591"
"-242","620","-264","716.0027932906407"
"-289","702","-149","773.644621257073"
"-369","760","-50","846.3220427236904"
"-486","797","73","936.3407499409603"
"-604","786","166","1005.0711417606218"
"-473","889","303","1051.5983073398322"
"-545","560","1169","1406.1244610631024"
"-679","577","1005","1343.1288099061833"
"-951","576","1033","1517.651475141773"
"-909","707","832","1420.6878615656572"
"-786","666","228","1055.1473830702514"
"-756","700","-463","1129.5596487127184"
"-734","708","-462","1119.5820648795693"
"-902","840","-170","1244.2282748756354"
"-794","846","-147","1169.5131465699733"
"-734","842","-156","1127.8546005580683"
"-708","857","-191","1127.915776997556"
"-721","862","-187","1139.2339531457092"
"-741","851","-238","1153.2241759519266"
"-820","836","-245","1196.3782846574907"
"-928","845","-138","1262.6373192647206"
"-908","868","31","1256.5225823677026"
"-791","813","404","1204.1038161221813"
"-695","831","573","1225.526417503923"
"-518","925","686","1262.7529449579597"
"-350","1069","533","1244.7288861434847"
"-342","937","385","1069.1856714341059"
"-324","749","306","871.5578007223618"
"-282","684","233","775.6732559525306"
"-268","623","133","691.1164880105234"
"-280","611","-62","674.9555540922677"
"-188","722","-218","777.2721531098358"
"-154","804","-295","870.1476886138353"
"-233","867","-301","946.8785560989329"
"-233","978","-302","1049.7509228383656"
"-262","1031","-396","1135.086340328347"
"-506","951","-320","1123.760205737861"
"-437","1104","-822","1444.115300105916"
"-525","1145","-938","1570.5075612680125"
"-1052","963","-732","1603.0898290488901"
"-850","929","-359","1309.359385348423"
"-593","895","42","1074.4477651333266"
"-539","821","230","1008.6932140150443"
"-629","741","169","986.5510630474228"
"-663","781","26","1024.7955893738028"
"-633","805","-34","1024.6316411276787"
"-668","780","62","1028.8187401092575"
"-636","795","61","1019.9225460788676"
"-675","762","64","1019.9828429929594"
"-704","776","50","1048.9480444712217"
"-689","767","75","1033.748035064638"
"-670","765","63","1018.868980782122"
"-671","771","51","1023.3684575948196"
"-671","771","51","1023.3684575948196"
"-669","750","39","1005.7743285648128"
"-671","737","18","996.8620767187405"
"-677","720","10","988.3465991240117"
"-677","712","6","982.5013994900975"
"-674","705","3","975.3512187924922"
"-685","694","-1","975.1215308873043"
"-703","684","-9","980.8904118197914"
"-696","685","-24","976.8403144833858"
"-680","696","-44","974.0390135923715"
"-687","710","-51","989.2775141485831"
"-687","721","-57","997.5264407523241"
"-702","710","-62","1000.3739300881446"
"-707","748","-79","1032.2761258500557"
"-698","789","-91","1057.358028295052"
"-652","863","-91","1085.428026172164"
"-660","853","-83","1081.710682206661"
"-614","917","-97","1107.8330199086863"
"-691","952","-102","1180.7578075117692"
"-708","980","-165","1220.2003933780713"
"-650","971","-166","1180.210574431529"
"-511","891","-114","1033.4398869794024"
"-326","838","-16","899.3197429168338"
"-171","795","51","814.7803384962109"
"-88","791","74","799.3128298732606"
"-43","781","87","787.0063532145086"
"-37","794","107","802.0311714640522"
"-42","776","137","789.1191291560483"
"-69","769","118","781.0544155178947"
"-216","836","21","863.7088629856706"
"-377","867","-26","945.7769293020422"
"-476","862","-22","984.9385767650691"
"-538","861","-34","1015.8351244173436"
"-710","983","-261","1240.366881208943"
"-891","927","-264","1312.5951394089498"
"-733","907","-133","1173.7235620025697"
"-608","863","-89","1059.4121011202392"
"-642","817","47","1040.125953911352"
"-676","818","53","1062.5012941168588"
"-680","805","-72","1056.2239345896305"
"-701","746","-73","1026.277740185375"
"-722","721","-27","1020.712496249556"
